material_id,full_formula,band_gap,is_gap_direct,direct_gap,p_ex1_norm,p_ex1_degen,n_ex1_norm,n_ex1_degen,cbm_hybridization,cbm_character_1,cbm_specie_1,cbm_location_1,cbm_score_1,vbm_hybridization,vbm_character_1,vbm_specie_1,vbm_location_1,vbm_score_1
mp-2514,Mg24P16,,,,,,,,4.27433203725071,s,P,0.5;0.5;0.5,0.033104348326936546,3.0914659467061525,p,P,0.5;0.5;0.5,0.06665340414531143
mp-2552,Te2O6,1.1635999999999997,0.0,1.1913999999999998,0.15625,6.0,0.0,1.0,2.3883445177148754,p,O,0.385891;0.75;0.114109,0.11561834962990973,1.9302652289633215,p,O,0.114109;0.385891;0.75,0.16236552826113215
mp-2565,S16N8,1.7037999999999998,0.0,1.7841999999999998,0.0,1.0,0.8660254037844386,1.0,3.071793158441536,p,S,0.882455;0.882455;0.110513,0.06762463345740792,2.9536986522126556,p,S,0.848616;0.346173;0.812074,0.07376956118309871
mp-2605,Ca1O1,3.6363,0.0,4.013999999999999,0.0,1.0,0.7071067811865476,3.0,0.20230450402050482,d,Ca,0.0;0.0;0.0,0.9496991118660594,0.2927090521438915,p,O,0.5;0.5;0.5,0.9343385375846053
mp-27767,Li12Si4O14,,,,,,,,3.2104286830950284,s,O,0.0;0.5;0.315898,0.08007481657406282,2.746318446592202,p,O,0.165111;0.902237;0.709317,0.10923111430675922
mp-27770,Rh2Cl6,1.5268000000000002,0.0,1.6477,0.7071067811865476,1.0,0.8660254037844386,1.0,1.8448590898624613,d,Rh,0.833317;0.166683;0.0,0.31368506919404987,1.6708127911113575,d,Rh,0.833317;0.166683;0.0,0.3467989973089824
mp-27773,H20I4O24,,,,,,,,3.6836559028142144,s,I,0.040982;0.847472;0.615381,0.061794862364382426,3.2392997677812883,p,O,0.413269;0.358057;0.080356,0.08669861037411723
mp-27774,N2Cl2O12,1.4252,0.0,1.4374,0.3196624696777837,2.0,0.14142135623730953,2.0,1.859305395704422,p,N,0.166458;0.833542;0.25,0.2190066847453029,2.1403411651476953,p,O,0.148848;0.751965;0.622556,0.12545939508455825
mp-27776,Cd8As4Cl8,1.0845000000000002,0.0,1.2151,0.0,1.0,0.5,1.0,3.54397874223919,s,Cd,0.419999;0.438672;0.751511,0.049627549693114004,2.82908206187905,p,As,0.381176;0.068534;0.941093,0.14736021677192124
mp-27779,Hg4Mo24Cl56,1.7414999999999998,1.0,1.7414999999999998,0.0,1.0,0.0,1.0,3.92220610329227,s,Hg,0.5;0.5;0.0,0.11098847191562407,3.954704681000606,d,Mo,0.024725;0.969464;0.636655,0.036674627824285704
mp-27780,Tc8Cl32,,,,,,,,2.887855399918342,d,Tc,0.396786;0.871903;0.684217,0.10242861040617535,3.2900970593818224,d,Tc,0.896786;0.628097;0.315783,0.07992654137934259
mp-27782,Xe2I2F14,3.1016999999999997,0.0,3.1336999999999997,0.0,1.0,0.5,2.0,1.924871120415552,p,Xe,0.0;0.5;0.5,0.2866371999885301,2.0995902741803945,p,Xe,0.0;0.5;0.5,0.21080940417834063
mp-27783,Cs8Re8Br32,,,,,,,,,,,,,,,,,
mp-27786,Sb2As4Cl26,,,,,,,,2.6358827293606955,s,As,0.143044;0.856956;0.038359,0.12538551025566966,2.9819080121963015,p,Cl,0.689665;0.995234;0.117612,0.0760941371255706
mp-27787,Nb2P2Cl20,2.2866999999999997,1.0,2.2866999999999997,0.5,1.0,0.5,1.0,2.2721341094863563,d,Nb,0.0;0.0;0.5,0.3174940259575018,2.554214484527748,p,Cl,0.230033;0.846219;0.455432,0.08590156404829614
mp-27788,Ta2P2Cl20,2.3387,0.0,2.4006,0.5,1.0,0.0,1.0,2.5818905456851917,s,P,0.382465;0.591468;0.760602,0.16032441826453922,2.5354780405682042,p,Cl,0.770069;0.151217;0.542046,0.08721785889179082
mp-27790,Ba4Ti20O44,,,,,,,,,,,,,,,,,
mp-27791,Sr2Be6O8,4.1268,1.0,4.1268,0.0,1.0,0.0,1.0,3.1162256740320444,s,Sr,0.666667;0.333333;0.75,0.10565919863278271,2.04609441752386,p,O,0.333333;0.666667;0.75,0.28467405464648626
mp-27792,K8S20O64,,,,,,,,4.7126046887404085,p,S,0.068213;0.750863;0.428791,0.026071309254728166,3.2458944376331247,p,O,0.027543;0.344227;0.594571,0.04339127187548871
mp-27794,Ba4B32O52,,,,,,,,4.5863827813052565,d,Ba,0.460723;0.0;0.75,0.056681390908951204,3.7184665642359964,p,O,0.239052;0.166668;0.291381,0.04779011950624162
mp-27798,B64H80,,,,,,,,4.485465519705501,p,B,0.715622;0.190941;0.349213,0.03432707446344597,4.285630469917536,p,B,0.146678;0.670254;0.087763,0.049627659366497
mp-27801,Tl2Ag2I4,1.5664999999999996,0.0,1.6192999999999995,0.31818182,4.0,0.8660254037844386,1.0,1.998135614203623,p,Tl,0.25;0.25;0.0,0.3366238856528255,1.993236099090248,d,Ag,0.75;0.25;0.5,0.1664164717897785
mp-27802,Ba6Sn12S18,,,,,,,,3.8080073450243486,p,Sn,0.552073;0.224589;0.552344,0.07822117559408565,3.762700467453318,p,S,0.928884;0.594635;0.613913,0.05318008957788731
mp-27804,Rb6Cu4Cl14,0.1654000000000001,0.0,0.2875000000000001,0.7071067811865476,1.0,0.8593644734866389,2.0,2.692571475594297,d,Cu,0.595114;0.404886;0.5,0.13762981776740132,2.7493865792862766,d,Cu,0.404886;0.595114;0.5,0.14786803348049485
mp-27805,Ba12Si4S20,,,,,,,,3.633343472850533,d,Ba,0.886047;0.75;0.519722,0.0630253884055401,2.7315909408401726,p,S,0.31788;0.25;0.234413,0.1769030159453564
mp-27806,Ni1N2F14,2.3449,1.0,2.3449,0.5,2.0,0.5,2.0,2.2150928849495344,d,Ni,0.0;0.0;0.0,0.4594008900358468,1.8320815912122246,p,F,0.190965;0.190965;0.0,0.2079640893715804
mp-27807,Mn8O8F36,,,,,,,,3.377683245051463,d,Mn,0.677563;0.16945;0.556605,0.10364965092524155,3.3749101907884387,p,F,0.968753;0.713045;0.627354,0.07710635468970743
mp-27809,Ba4Ge8P8,0.5244,0.0,0.6291000000000002,0.0,1.0,0.27777778,4.0,3.5235343281547205,d,Ba,0.0;0.0;0.996896,0.08447906186215451,3.2067612964671994,p,P,0.248879;0.766254;0.756424,0.0755157317090376
mp-27811,Li8Te8O20,,,,,,,,3.7999840115630024,p,Te,0.681043;0.850296;0.851068,0.04910853584787842,3.6108723088310777,p,O,0.516072;0.666795;0.954524,0.06048927169372618
mp-27814,C1S14,2.5569,0.0,2.6489000000000003,0.7071067811865476,3.0,0.8660254037844386,1.0,2.9653781968201915,p,C,0.5;0.5;0.5,0.16392906507196248,2.5971541183068556,p,S,0.710191;0.289809;0.0,0.08239845915256193
mp-27815,Nb4Cl12O4,2.4039,0.0,2.4612,0.736469647739486,2.0,0.0,1.0,2.1704156332526785,d,Nb,0.379801;0.620199;0.5,0.20071864604313938,2.84016282544503,p,Cl,0.402316;0.402316;0.5,0.08568155757884603
mp-27818,Mn8S8O24,,,,,,,,3.311601425911128,d,Mn,0.079566;0.332746;0.383271,0.08590120550209078,3.709791855129299,d,Mn,0.079566;0.332746;0.383271,0.04517419728512387
mp-27820,B56H80,,,,,,,,4.3988678188057175,p,B,0.568889;0.463879;0.311152,0.022912483296654573,4.4262920442258675,p,B,0.641116;0.607999;0.360428,0.03642771768926344
mp-27821,Ag3P11,0.8305999999999996,0.0,1.2032999999999996,0.0,1.0,0.48953546933766195,2.0,3.262345477477834,p,P,0.614054;0.910531;0.497407,0.06656139779519862,2.918538297835565,p,P,0.492395;0.492395;0.944936,0.13166302310200056
mp-27823,Sm2Cl2O2,4.9321,1.0,4.9321,0.0,1.0,0.0,1.0,1.253446535789767,d,Sm,0.0;0.5;0.828997,0.4393411255409343,1.6043769410430821,p,O,0.0;0.0;0.0,0.3321808905992209
mp-27824,P2I2Cl12,1.7907,0.0,1.8396000000000001,0.0,1.0,0.5,1.0,2.6597129444686884,s,P,0.5;0.5;0.5,0.1461172745605282,1.7150381397933683,p,I,0.0;0.5;0.117953,0.31522161281752775
mp-27827,Rb2Ti1Cl6,2.1395999999999997,0.0,2.1569,0.0,1.0,0.7071067811865476,3.0,0.5720917869483569,d,Ti,0.0;0.0;0.0,0.8861438013503132,1.861364022767104,p,Cl,0.769405;0.769405;0.230595,0.1644651343689567
mp-27828,Cs2Ti1Cl6,2.2187,0.0,2.2354,0.0,1.0,0.7071067811865476,3.0,0.5775820008623366,d,Ti,0.0;0.0;0.0,0.8854854495270694,1.8837422826395402,p,Cl,0.775989;0.775989;0.224011,0.16356822677153932
mp-27829,Rb2Se1Cl6,2.6056,0.0,2.7814,0.9354143466934853,6.0,0.8660254037844386,4.0,1.7297935160680433,p,Se,0.0;0.0;0.0,0.5105271156426352,1.9305235901274849,p,Cl,0.235544;0.764456;0.235544,0.157258207849401
mp-27830,Cs2Se1Cl6,2.7509,0.0,2.8801,0.9354143466934853,6.0,0.8660254037844386,4.0,1.734682165735135,p,Se,0.0;0.0;0.0,0.503720690502542,1.9131893836878464,p,Cl,0.771683;0.771683;0.228317,0.1603748958882346
mp-27831,Rb2Zr1Cl6,3.5613,0.0,3.5723000000000003,0.0,1.0,0.7071067811865476,3.0,0.6830441579211878,d,Zr,0.0;0.0;0.0,0.8577319129572502,1.862733429832434,p,Cl,0.238396;0.238396;0.761604,0.1643347864700472
mp-27832,Tl2Sn1Cl6,2.4899,0.0,2.4946,0.6527139496887923,6.0,0.0,1.0,1.8557717205395572,s,Sn,0.0;0.0;0.0,0.43974021770974303,2.017885089227245,p,Cl,0.759464;0.759464;0.240536,0.15405042483053955
mp-27833,Tl2Te1Cl6,2.5747,0.0,2.7581999999999995,0.7071067811865476,3.0,0.8660254037844386,4.0,1.76097424874366,p,Te,0.0;0.0;0.0,0.5254669378357626,2.017853450357546,s,Te,0.0;0.0;0.0,0.16960793921823522
mp-27834,Tl2Pt1Cl6,1.7880000000000003,0.0,1.8377000000000001,0.8740073728394846,24.0,0.7071067811865476,3.0,1.6662791446891903,d,Pt,0.0;0.0;0.0,0.5279872193318622,2.0136881151555075,d,Pt,0.0;0.0;0.0,0.3084902605427713
mp-27837,Na1H1F2,6.8138000000000005,0.0,6.9839,0.8660254037844386,1.0,0.0,1.0,1.5769660907094147,s,Na,0.0;0.0;0.0,0.43472141976322815,0.7841898539456317,p,F,0.582826;0.582826;0.582826,0.49129169024792063
mp-27839,K2Ti1Cl6,2.0686999999999998,0.0,2.0866,0.0,1.0,0.7071067811865476,3.0,0.5732113366922402,d,Ti,0.0;0.0;0.0,0.8856738378921409,1.8593228759095561,p,Cl,0.235286;0.235286;0.764714,0.16449490047706883
mp-27841,V2Br2O2,,,,,,,,,,,,,,,,,
mp-27842,Cr2Br2O2,1.6129000000000002,0.0,1.7570000000000001,0.5,1.0,0.5913738152496109,2.0,1.4538996739219914,d,Cr,0.5;0.5;0.405861,0.40400086461129775,1.7409051114210974,p,Br,0.5;0.0;0.805492,0.280982654641373
mp-27843,Zn8Ge12O32,,,,,,,,4.432220962651213,s,Ge,0.629264;0.379264;0.375,0.02486111576701874,3.792100183903015,p,O,0.860393;0.895619;0.401451,0.03361279649090245
mp-27845,Ca8Se16O40,,,,,,,,4.250706221801473,p,Se,0.389409;0.864058;0.770756,0.03861126807085041,4.1489993675246595,p,O,0.211101;0.509624;0.206443,0.0320888158374039
mp-27910,Bi2Te2S1,0.6238000000000001,0.0,0.6276000000000002,0.02388950360743814,6.0,0.0,1.0,1.9367690223588525,p,Bi,0.387886;0.387886;0.387886,0.2757188425353704,1.8531532027571032,p,Te,0.777335;0.777335;0.777335,0.2550774290824237
mp-27911,Bi4As4O16,3.1697,0.0,3.2894999999999994,0.5,1.0,0.7071067811865476,1.0,3.3709736988212553,p,Bi,0.866953;0.201082;0.718616,0.11176038244716106,3.0766270432079477,p,O,0.707133;0.387754;0.391519,0.0722969909759266
mp-27916,Ag1Bi1Se2,0.1858000000000004,0.0,0.8604999999999996,0.2951095019196939,6.0,0.8660254037844386,1.0,1.601005884942993,p,Bi,0.5;0.5;0.5,0.5533632844116256,1.6102484507774624,p,Se,0.254161;0.254161;0.254161,0.2966185119657653
mp-27934,Cd2Br4,2.9381,0.0,2.9421999999999997,0.11111111,6.0,0.0,1.0,2.1304032237470785,s,Cd,0.333333;0.666667;0.374968,0.23024519848347494,1.6268726446657318,p,Br,0.333333;0.666667;0.985028,0.2323230711951599
mp-27935,Al2I2Cl12,2.291,0.0,2.3194,0.0,1.0,0.5,1.0,2.344801661932937,p,I,0.242308;0.993096;0.201013,0.22645948578284383,2.495247439966335,p,I,0.242308;0.993096;0.201013,0.11430832654171184
mp-2826,Lu4S6,2.5664,0.0,2.8392999999999997,0.0,1.0,0.4084166885168237,6.0,1.8637042713168643,d,Lu,0.651059;0.651059;0.651059,0.22375178900955842,2.350353147090024,p,S,0.446556;0.75;0.053444,0.13726833392251064
mp-2857,Sc1N1,,,,,,,,0.44562204480275597,d,Sc,0.0;0.0;0.0,0.8610596044139335,0.5997377866537569,p,N,0.5;0.5;0.5,0.8157386997937583
mp-29067,S16N16Cl8,,,,,,,,,,,,,,,,,
mp-3074,K4Ag4O4,1.4858,0.0,1.6145,0.8660254037844386,1.0,0.0,1.0,2.9610018642495426,d,Ag,0.147656;0.147656;0.295312,0.09872754608802332,2.3192398518784376,p,O,0.294225;0.0;0.294225,0.13845687905119194
mp-3094,Sr4Al8O16,4.1419999999999995,0.0,4.239,0.5,1.0,0.0,1.0,3.877268686360323,s,Sr,0.99728;0.746199;0.485617,0.040208644289641736,2.850902909573926,p,O,0.884109;0.356343;0.991375,0.09714530737157132
mp-30996,Rb2Au2Br8,1.4772,0.0,1.4848,0.7071067811865476,1.0,0.9439240025879143,2.0,2.356295723574839,d,Au,0.0;0.0;0.0,0.1918333804729006,2.328013723621335,p,Br,0.718597;0.038638;0.829882,0.1157846211173518
mp-30997,Zr4Tl4F20,4.8833,0.0,4.8946000000000005,0.5571647219052195,2.0,0.0,1.0,2.4361318856316614,d,Zr,0.338018;0.492039;0.839555,0.18438602250633895,2.9100895657793826,s,Tl,0.970014;0.070345;0.205102,0.10993071554564814
mp-30998,Ti4N16O48,,,,,,,,2.600720652788318,d,Ti,0.329142;0.819102;0.461434,0.20776218867449855,3.9921914763195505,p,O,0.979404;0.629051;0.75626,0.03243233338495116
mp-3163,Ba1Sn1O3,0.3730000000000002,0.0,0.8938000000000001,0.8660254037844386,1.0,0.0,1.0,,,,,,,,,,
mp-3228,Hg2S2O8,1.3525,0.0,1.6218000000000001,0.6726812023536856,2.0,0.0,1.0,2.360007144264037,s,Hg,0.823648;0.7538;0.5,0.31215854108728497,2.315102771070292,p,O,0.385189;0.680296;0.0,0.13616029545503258
mp-32711,Sr10Br20,,,,,,,,3.934558322338587,s,Sr,0.354147;0.664943;0.752127,0.03734010939509597,3.1072705088618937,p,Br,0.290316;0.09789;0.37624,0.060763533418626385
mp-3277,B1As1O4,4.282,0.0,4.7358,0.8660254037844386,1.0,0.0,1.0,2.141035926245168,s,As,0.0;0.0;0.0,0.2529131733451865,1.5803672681102827,p,O,0.143803;0.71162;0.122081,0.23890149932982066
mp-33009,Mn4O8,0.4556,0.0,0.5394000000000001,0.42056075,2.0,0.0,1.0,1.2897487757805082,d,Mn,0.5;0.5;0.5,0.4294991804333915,1.8524044272420417,p,O,0.5;0.773846;0.163731,0.1838612623065455
mp-3323,Sr1Zr1O3,3.2141,0.0,3.4721,0.8660254037844386,1.0,0.0,1.0,0.5393671446680902,d,Zr,0.0;0.0;0.0,0.8802066059122183,1.2650541958324264,p,O,0.0;0.5;0.0,0.32251979694172356
mp-334,La6F18,6.0222,1.0,6.0222,0.0,1.0,0.0,1.0,1.9065743563796334,f,La,0.673675;0.0;0.250955,0.16681339822131488,2.9828555188569066,p,F,0.27735;0.0;0.081969,0.0671126360354708
mp-3359,Ba2Sn1O4,2.4494000000000002,0.0,2.7563,0.5,2.0,0.0,1.0,2.0688150363675875,s,Sn,0.0;0.0;0.0,0.41263399636671766,1.6300999810739663,p,O,0.844319;0.844319;0.0,0.30017495299859137
mp-3376,Sr2Sn1O4,2.578,0.0,2.9496999999999995,0.5,2.0,0.0,1.0,1.953777723041256,s,Sn,0.0;0.0;0.0,0.42588146892475987,1.4568118059861592,p,O,0.835952;0.835952;0.0,0.32811999944467757
mp-34857,K1N1O2,2.5157,0.0,2.5197,0.5312277532726836,2.0,0.5,1.0,1.113502058601826,p,N,0.509977;0.509977;0.460847,0.5028468422866292,1.3842256889336706,p,O,0.218556;0.59403;0.592418,0.3394189392608418
mp-352,Hf4O8,4.0161999999999995,0.0,4.0898,0.0,1.0,0.5,1.0,2.040935783767303,d,Hf,0.542681;0.724041;0.707891,0.2084646255015537,2.1682155590726757,p,O,0.169878;0.067849;0.152906,0.18576542873174373
mp-3520,Y8Si4O20,4.7661,1.0,4.7661,0.0,1.0,0.0,1.0,2.991781256555316,d,Y,0.707335;0.218747;0.467598,0.1168077302630103,3.219233272969622,p,O,0.577128;0.389542;0.895776,0.07101552239899397
mp-3589,B1P1O4,7.2637,0.0,7.3797,0.8660254037844386,1.0,0.0,1.0,2.2937273544621406,s,P,0.0;0.0;0.0,0.18765739806237144,1.5386818684734198,p,O,0.257357;0.385306;0.388912,0.24306400065164743
mp-3593,Ta4Sn4O14,1.4862000000000002,0.0,1.6227999999999998,0.8660254037844386,4.0,0.0,1.0,2.2188309473104657,d,Ta,0.125;0.625;0.625,0.20287342835427488,2.4266563031689556,p,O,0.25;0.25;0.25,0.24316645554862393
mp-361,Cu4O2,0.5126999999999997,1.0,0.5126999999999997,0.0,1.0,0.0,1.0,2.139439864144427,d,Cu,0.25;0.25;0.75,0.18519921297568526,1.9603831880295233,d,Cu,0.75;0.75;0.75,0.19910030199814846
mp-36248,H4Br1N1,4.0357,0.0,4.1173,0.7071067811865476,3.0,0.0,1.0,1.8837790330476727,s,N,0.0;0.0;0.0,0.3354373581968846,0.2411690865712103,p,Br,0.5;0.5;0.5,0.9560421682084521
mp-3667,P8S8O12,3.9907,0.0,4.0832,0.8660254037844386,1.0,0.0,1.0,3.643432834289781,p,S,0.899144;0.183408;0.876448,0.05097337266931699,2.606381524837831,p,S,0.30696;0.022696;0.123552,0.11631178032215381
mp-3834,Ba1Zr1O3,3.0441000000000003,0.0,3.2428,0.8660254037844386,1.0,0.0,1.0,0.5656539829591557,d,Zr,0.5;0.5;0.5,0.8695245698728988,1.3124843341308705,p,O,0.5;0.0;0.5,0.31812494537247377
mp-3933,Mg4P2N6,,,,,,,,3.0525135959043084,s,P,0.161663;0.161663;0.491315,0.10291826087148401,1.9861724309276814,p,N,0.837549;0.556634;0.919739,0.19781272357736718
mp-3998,La2Ta2O8,3.3887,0.0,3.5518,0.31162402322071253,2.0,0.0,1.0,1.7729267110505031,d,Ta,0.415372;0.584628;0.7167,0.35541211131952444,2.360966079150656,p,O,0.698597;0.301403;0.425748,0.1327967186291748
mp-402,Cd4P8,1.4924999999999997,0.0,1.6749999999999998,0.20833333,1.0,0.5153882032022076,2.0,3.2697765587606056,p,P,0.901551;0.440451;0.880506,0.05015934425922499,2.818763214769384,p,P,0.597976;0.224925;0.506621,0.1012113330560372
mp-4026,K1Cr1S2,1.1644,0.0,1.5444,0.8746868495890955,6.0,0.7071067811865476,3.0,0.820206255482172,d,Cr,0.0;0.0;0.0,0.7945450079319919,0.8012531949000611,d,Cr,0.0;0.0;0.0,0.7724768596502964
mp-4030,Rb2Pt3S4,1.4542000000000006,0.0,1.5609999999999995,1.224744871391589,1.0,0.9112423420348118,2.0,2.121591680611753,d,Pt,0.5;0.5;0.0,0.22159754187316713,1.8869888696002706,d,Pt,0.0;0.0;0.0,0.28433090829218344
mp-4047,Cs2Si1F6,6.8901,1.0,6.8901,0.0,1.0,0.0,1.0,2.5955687607528644,s,Si,0.0;0.0;0.0,0.22041142403646946,1.8257192717631876,p,F,0.809723;0.809723;0.190277,0.16595878915610124
mp-4123,Er1Tl1S2,1.4103999999999997,0.0,2.4504999999999995,0.8660254037844386,1.0,0.7071067811865476,3.0,1.7187165060237972,p,Tl,0.5;0.5;0.5,0.37107094289789155,1.4243409271808285,p,S,0.731916;0.731916;0.731916,0.3635182181377088
mp-4124,Ca1C1N2,3.5774,0.0,4.3545,0.8660254037844386,1.0,0.0,1.0,1.4779975767889655,d,Ca,0.0;0.0;0.0,0.5557526129018301,0.942803534442928,p,N,0.583148;0.583148;0.583148,0.4689415112864119
mp-4226,Li1Cr1S2,,,,,,,,0.6794116713697788,d,Cr,0.0;0.0;0.0,0.8453102237289535,0.8722735343529874,d,Cr,0.0;0.0;0.0,0.7376669986282868
mp-4547,La2Te1O2,2.0275,0.0,2.1460999999999997,0.25174424912628357,4.0,0.8660254037844386,1.0,1.8551837118313272,d,La,0.340797;0.340797;0.0,0.2254589342270038,0.8941358568245866,p,Te,0.0;0.0;0.0,0.802568360913785
mp-4598,Sr8Pt2O12,2.1959,1.0,2.1959,0.0,1.0,0.0,1.0,2.5074771254181987,d,Pt,0.5;0.5;0.5,0.2698664442335131,2.5363753168729786,d,Pt,0.5;0.5;0.5,0.22770007359722513
mp-466,Nb6F15,,,,,,,,2.5493251217583732,d,Nb,0.0;0.239368;0.239368,0.12318381867268152,2.5587781706609434,d,Nb,0.0;0.239368;0.239368,0.12231669259554197
mp-4731,K2U1F6,0.28279999999999994,0.0,0.34450000000000003,0.47140451607698647,3.0,0.7071067811865476,3.0,0.3476542931610114,f,U,0.0;0.0;0.0,0.9414118040485024,0.2583674259316133,f,U,0.0;0.0;0.0,0.9572421320950764
mp-4733,Th2Ti4O12,3.1451999999999996,0.0,3.2586,0.2719641433466408,2.0,0.47140451607698647,4.0,2.0479002257159737,d,Ti,0.811898;0.648635;0.059651,0.212777595524335,2.866414326877538,p,O,0.094243;0.17794;0.3489,0.08605091018276306
mp-4764,Pr2Se1O2,2.1712,0.0,2.7396,0.5,1.0,0.47140451607698647,6.0,1.5089214394311006,d,Pr,0.666667;0.333333;0.711768,0.3531991719136076,0.9481438502187988,p,Se,0.0;0.0;0.0,0.7600183219191875
mp-4816,La12Ga12S36,,,,,,,,2.6109503885687415,f,La,0.947194;0.515488;0.324892,0.17210205120517125,3.9105071693465114,p,S,0.986296;0.941141;0.89165,0.054396907869459124
mp-486,Ni2P4,0.5315000000000003,0.0,0.6341999999999999,0.4991342034759638,4.0,0.79294072847077,2.0,2.0104163016972305,d,Ni,0.5;0.0;0.5,0.3009445135443039,1.3980700958323407,d,Ni,0.5;0.0;0.5,0.4161126095000811
mp-4967,Mg4S4O16,5.5433,0.0,5.5831,0.45,2.0,0.0,1.0,3.6296440484388137,s,Mg,0.5;0.0;0.5,0.054987133083448665,2.8007914278141905,p,O,0.767674;0.25;0.122681,0.07584870079841144
mp-504692,Ni8Te16O40,,,,,,,,,,,,,,,,,
mp-504697,Mn8Bi4O20,,,,,,,,3.3922299473877766,d,Mn,0.257196;0.5;0.5,0.09031215647012417,3.543889075821675,p,O,0.282493;0.5;0.0,0.04683869750814838
mp-504704,Ni4Hg4O2F12,0.996,1.0,0.996,0.0,1.0,0.0,1.0,2.9965129181096994,s,Hg,0.125;0.125;0.125,0.13822102146335957,3.146825258011384,p,O,0.0;0.0;0.0,0.11146042769883961
mp-504747,V2Cu3O8,0.11590000000000011,0.0,0.12790000000000012,0.7071067811865476,1.0,0.7071067811865476,1.0,2.347442250492697,d,Cu,0.260902;0.825712;0.335087,0.2270514640117519,2.5060718522134326,d,Cu,0.0;0.0;0.0,0.22111441677764054
mp-504759,Mo4F20,0.9911000000000001,0.0,1.0049,0.0,1.0,0.7071067811865476,1.0,2.1520424133277936,d,Mo,0.798274;0.201726;0.0,0.2137064528428852,2.7000227558322347,d,Mo,0.744088;0.744088;0.737594,0.1413568323182764
mp-504974,Fe4Mo6O16,,,,,,,,2.324074039040618,d,Fe,0.666667;0.333333;0.417327,0.29808900361084245,2.836583914368351,d,Mo,0.835289;0.164711;0.745914,0.11309787796745624
mp-510268,Cs2Pd3S4,1.3815,0.0,1.4683000000000002,1.224744871391589,1.0,0.874979819151845,2.0,2.093320064185285,d,Pd,0.0;0.0;0.5,0.20373234947178873,1.908832167900674,d,Pd,0.5;0.5;0.5,0.2560141847587501
mp-510625,Cr2Cu2O4,1.7461999999999995,0.0,2.2624999999999997,0.9679095865467561,6.0,0.9023733144687623,6.0,1.190719234754764,d,Cr,0.5;0.5;0.5,0.6870790057236297,0.8407734962320403,d,Cu,0.0;0.0;0.0,0.7936110916332272
mp-5151,Cd8Ge2S12,1.3548999999999998,1.0,1.3548999999999998,0.0,1.0,0.0,1.0,3.5014326302530314,s,Cd,0.26875;0.671299;0.299825,0.06402719589311008,2.9624716136327303,p,S,0.480799;0.954233;0.447045,0.09757936470599413
mp-540818,Tl8Ge8Se20,1.4125999999999999,1.0,1.4125999999999999,0.0,1.0,0.0,1.0,3.9867479049333623,s,Ge,0.729853;0.136056;0.109845,0.0380680091333255,3.3988762114147795,p,Se,0.75634;0.997914;0.953747,0.07630701475794356
mp-540820,Re4C20O20,2.9920999999999998,0.0,2.9923,0.36195710012923465,2.0,0.3217396382739261,2.0,3.7883591555585907,p,C,0.551304;0.736018;0.578625,0.04306971477116041,3.552984132861104,d,Re,0.613838;0.580046;0.723475,0.08122039565338535
mp-540822,Cs6Zr4I18,0.39559999999999995,0.0,0.5164,0.43997755116694787,6.0,0.0,1.0,2.172965152322457,d,Zr,0.333333;0.666667;0.828079,0.20999162651936246,2.2465000109515536,d,Zr,0.666667;0.333333;0.171921,0.2067521695913447
mp-540829,Ru8F40,,,,,,,,3.1219136354660626,d,Ru,0.746867;0.005182;0.001288,0.09790395634987287,3.405700352251843,d,Ru,0.746867;0.005182;0.001288,0.0705711349908364
mp-541352,P16S12I8,2.2079,0.0,2.2186,0.5,1.0,0.5,1.0,3.7626384366034795,p,I,0.744024;0.145959;0.805178,0.053837828380652125,3.5414199908999766,p,I,0.744024;0.145959;0.805178,0.061698500760793876
mp-541582,Re4Se8,1.1429,1.0,1.1429,0.5,1.0,0.5,1.0,2.255472305012712,d,Re,0.935768;0.683834;0.509154,0.21989813480764106,2.5346720543259895,d,Re,0.935768;0.683834;0.509154,0.15203222816956005
mp-541742,Cs6Mo4Cl18,,,,,,,,2.02085230095544,d,Mo,0.666667;0.333333;0.326472,0.21601095061994777,2.160486986803397,d,Mo,0.333333;0.666667;0.673528,0.2047911103108147
mp-542031,Cr4Pb4O16,1.8777,0.0,1.8820999999999999,0.13636364,2.0,0.0,1.0,2.4313281564619924,d,Cr,0.75;0.829821;0.949447,0.1846559049471205,3.25062645174655,p,O,0.75;0.922098;0.127758,0.052884553243281195
mp-546500,Na1C1N1O1,4.4323,0.0,4.5946,0.8660254037844386,1.0,0.0,1.0,1.7415487899076059,s,N,0.922202;0.922202;0.922202,0.28026397715846607,0.9331087656502913,p,N,0.922202;0.922202;0.922202,0.5206432465873374
mp-546973,Sr1Sn1O3,0.9748999999999999,0.0,1.7904,0.8660254037844386,1.0,0.0,1.0,1.4439320237486915,s,Sn,0.0;0.0;0.0,0.6098095666813855,1.2152734922756798,p,O,0.0;0.0;0.5,0.3257596901157182
mp-553308,Cs2Nd2O4,2.9366000000000003,0.0,2.9636000000000005,0.0,1.0,0.5,3.0,1.8955432845567621,d,Cs,0.666667;0.333333;0.25,0.27509257485459615,1.749437091476154,p,O,0.333333;0.666667;0.414891,0.23117307606514945
mp-553347,La2O3,1.5342000000000002,0.0,2.0514,0.5,1.0,0.0,1.0,1.3366514765454502,d,La,0.333333;0.666667;0.5,0.41440093505635495,1.5443562919358618,p,O,0.491985;0.491985;0.0,0.2923657740477266
