MP_Eg,OQMD_Eg,AFLOW_Eg,AFLOW-fitted_EG,AFLOWML_Eg,JARVIS-TBMBJ_Eg,JARVIS-OPT_Eg,Exp_Eg
0.9444,1.0759999999999998,0.9308,2.16772,0.893,1.9331,0.9964,
5.7425,6.37,,,5.318,,,
2.599,2.517,2.4672,4.23879,2.09,3.1314,2.2182,
3.3392,3.16,,,3.08,3.9742,3.0864,
0.4047999999999998,,1.1592,2.4756,0.973,,,
1.4440000000000004,0.45399999999999996,1.2009,2.5318099999999997,1.205,0.9978,0.7739,0.75
5.424499999999999,5.546,,,5.6,,,
3.4781,,,,2.8930000000000002,,,
2.7125,0.927,,,1.916,,,
3.2101,,,,3.14,,,
3.6429,,,,2.932,,,
3.5688,3.5439999999999996,,,3.49,,,
1.1878000000000002,1.383,,,1.209,,,
2.8696,3.012,,,2.8089999999999997,,,
3.5716,,,,3.028,,,
4.0306000000000015,4.387,,,3.955,7.8058,4.0244,
3.2912,3.455,3.1721,5.18899,3.0269999999999997,5.3538,3.207,
4.976800000000001,,,,4.1739999999999995,6.8052,4.9363,
4.4041000000000015,4.986000000000001,,,4.294,6.5798,4.9145,
3.5931000000000006,3.886,,,4.699,6.3284,4.0209,
1.4519000000000002,1.996,,,0.691,,,
3.7884,4.167,,,3.4160000000000004,4.8366,3.9051,
5.83,,,,5.525,,,
1.5936000000000003,1.5859999999999999,,,1.4169999999999998,2.3079,1.6198,2.2
2.051,2.7960000000000003,,,3.0269999999999997,,,
1.2233999999999998,1.046,,,0.9840000000000001,1.3337,0.9562,
0.8414999999999999,0.9490000000000001,0.7383,1.9082299999999999,0.6559999999999999,1.2887,0.7548,
2.3118000000000003,2.7510000000000003,,,2.396,4.062,2.3732,
2.5623,2.267,,,2.275,,,
3.028,3.179,,,3.0789999999999997,,,
5.4671,5.596,,,5.912000000000001,8.47,5.3171,
2.9774,,,,2.7319999999999998,,,
2.1691,2.369,,,2.138,3.7595,2.3793,
1.4067999999999996,1.329,,,,2.385,0.8949,
0.8301999999999996,,,,0.867,,,
5.5299,,,,5.48,,,
2.3042,,,,2.009,,,
4.3847,4.498,,,3.991,5.9563,4.5154,
1.0955000000000004,1.0859999999999999,,,1.581,,,
1.2463000000000002,1.175,,,1.203,,,
1.8101000000000005,1.825,,,2.188,,,
1.6171,,,,0.604,,,
2.3774,,,,1.835,3.0372,2.383,
2.499,2.353,,,2.114,2.9854,2.5236,
0.5178000000000003,0.792,,,0.7240000000000001,,,
0.4527000000000001,,,,,,,
4.4635,4.606,,,4.12,5.3395,4.527,
0.9290999999999996,1.061,0.8668,2.08145,1.295,1.4278,0.9122,
4.4702,5.0680000000000005,,,4.503,,,
3.0655,,,,2.7319999999999998,,,
2.4345,2.419,,,3.3,,,
4.3452,4.8260000000000005,,,4.309,,,
2.7405,2.126,2.7519,4.62256,2.32,,,
2.8595,3.0069999999999997,,,2.93,3.5568,2.9717,
1.6068000000000002,1.526,,,1.719,,,
1.3167,,1.3129,2.6827900000000002,1.175,,,
0.7671000000000001,,,,,,,
3.6197,,,,2.918,,,
3.6217,3.9419999999999997,,,3.471,,,
1.9035,2.364,,,2.387,3.8914,2.0984,
4.1392,4.35,,,3.8569999999999998,6.0645,4.1708,
3.3723000000000005,3.46,,,3.199,4.8938,3.3796,
3.5931,3.812,,,4.07,5.9374,3.8696,
2.5199,2.411,,,2.6860000000000004,4.0178,2.5091,
1.2325,1.349,1.2229,2.56147,1.227,1.6840000000000002,1.0728,1.96
0.5549,0.591,0.5296,1.6269,0.466,,,2.2
1.0947999999999998,1.36,,,1.043,1.5608,1.206,
1.1361,1.183,1.1075,2.40591,1.1540000000000001,1.9271,1.1834,
0.4517000000000007,0.489,,1.26591,,1.1389,,
