MP_Eg,OQMD_Eg,AFLOW_Eg,AFLOW-fitted_EG,AFLOWML_Eg,JARVIS-TBMBJ_Eg,JARVIS-OPT_Eg,Exp_Eg
3.4384999999999994,,,,3.533,,,
3.4468,,,,3.383,,,
3.5401,3.843,,,3.813,4.2132,3.6218,
3.8086,4.063,,,3.772,,,
1.9992,,,,2.509,,,
4.6791,,,,4.231,,,
1.5195,,,,1.62,,,
2.1848,2.3040000000000003,2.1630000000000003,3.8287199999999997,2.194,,,
1.7637,2.262,,,1.291,,,
1.6965,1.663,,,1.7,2.4086,1.7412,
0.4714,0.42399999999999893,0.8985,2.12418,0.856,,,
5.1786,5.096,,,4.574,,,
1.0787,0.987,,,1.814,,,
0.8845000000000001,0.9570000000000001,1.0816,2.371,0.9540000000000001,1.1096,0.9689,
2.5899,,,,3.16,,,
2.6511,,,,2.792,,,
4.5120000000000005,,,,4.583,,,
4.514799999999998,,,,4.6339999999999995,,,
0.6524999999999999,,,,,,,
0.4663000000000004,,,,,,,
2.4592,2.221,,,2.657,,,
2.8677,,2.8043,4.6932,2.81,,,
1.1963000000000004,1.089,1.2835,2.64316,1.3219999999999998,,,
2.5353000000000003,,,,2.7230000000000003,,,
2.6333,2.8710000000000004,,,2.5660000000000003,4.3816,2.7929,
0.5213000000000001,,,,0.7879999999999999,,,
3.2111,3.03,,,3.123,,,
4.793,5.475,,,4.685,,,
2.6435000000000004,2.677,,,2.515,3.3948,2.7497,
1.7080000000000002,1.636,,,1.79,1.7994,1.6019999999999999,
1.9393,,,,2.029,,,
2.9347000000000003,,,,2.944,,,
1.7252,1.685,,,2.2880000000000003,2.0125,1.7638,
3.2021,,,,3.005,,,
1.761,,1.7013,3.20635,1.945,,,
0.8690000000000002,,,,,,,
2.6601000000000004,2.7289999999999996,2.5632,4.36819,2.9930000000000003,3.8676,2.6673,
4.7917000000000005,5.117,,,4.306,,,
2.499000000000001,3.238,,,2.8989999999999996,4.41,2.7341,
3.4111,3.7119999999999997,,,3.3280000000000003,,,
5.684,6.256,,,5.565,8.4217,5.8332,
0.8310000000000004,0.8500000000000011,,,,,,
0.6551999999999998,0.425,,,0.956,,,
0.5773000000000001,0.433,,,0.705,,,
3.3639,,,,4.218999999999999,,,
2.6914,2.22,,,3.077,,,
3.2862,3.286,,,2.978,4.3036,3.1118,
1.7862999999999998,1.943,,,2.459,,,
1.0762,,,,1.198,,,
5.9709,6.763999999999999,,,5.992000000000001,,,
2.7312,2.707,,,2.912,,,
4.2776999999999985,4.309,,,4.72,6.1464,4.3802,
2.5217,2.66,,,2.126,,,
1.2338,,,,0.883,,,
5.787000000000001,,,,5.845,,,
4.6043,4.868,,,4.276,7.5763,4.5619,
3.5794,3.553,,,3.1489999999999996,4.1359,3.4466,
1.8757999999999997,1.841,,,2.452,,,
2.4906,2.971,,,1.919,,,
2.6767000000000003,3.155,,,1.923,4.1217,2.8677,
4.1772,4.425,,,4.105,,,
3.5254000000000003,,,,3.489,5.3764,4.1227,
3.9381999999999993,4.383,,,3.708,,,
3.7241,3.705,,,3.819,5.0513,3.7510000000000003,
4.1439,4.416,,,2.9560000000000004,,,
2.246900000000001,2.26,,,2.737,2.8175,2.3087,
4.6484,,,,4.718999999999999,,,
4.0543999999999984,4.615,,,3.977,,,
3.3810000000000002,3.157,,,3.418,,,
2.4206000000000003,2.755,,,2.2880000000000003,2.9349,2.448,
4.0684,4.29,4.0163,6.326969999999999,4.01,5.6636,4.1231,
5.4544,6.276,,,5.3870000000000005,7.2393,6.0322,
3.4208,,,,3.5039999999999996,,,
2.4488,,2.4243,4.18096,2.6210000000000004,4.3508,2.6178,
4.0567,4.29,,,3.898,5.7170000000000005,4.1711,
3.7798,4.279,,,2.784,5.6609,3.9079,
3.5165000000000006,3.497,,,3.4139999999999997,4.0159,3.5152,
2.7564,3.115,,,3.359,,,
0.6621000000000001,0.79,,,0.981,,,
4.4424,4.494,,,4.493,,,
3.4102,3.3169999999999997,,,3.083,3.8412,3.2505,
3.0544,,3.0076,4.96724,2.9330000000000003,,,
2.0625,1.955,,,2.319,2.4742,2.0233,
3.0801,3.395,,,3.33,5.2151,3.2819,
4.4312,4.939,,,4.118,,,
1.8594000000000004,1.8459999999999999,,,2.61,,,
5.050000000000002,,,,4.946000000000001,6.9049,5.1687,
4.8291,5.081,,,4.409,,,
2.3053,2.397,,,2.783,,,
3.5358,3.86,,,3.657,5.1625,3.7614,
4.6781,5.292999999999999,,,3.971,,,
2.9225,3.1639999999999997,,,2.145,,,
2.2892,,,,2.719,,,
2.2503,2.7939999999999996,,,2.3,3.5455,2.3175,
2.7107,3.405,2.6586,4.49679,2.667,,,
3.1001,3.313,,,2.461,,,
2.2317,2.056,,,2.85,2.5985,2.2329,
4.5343,,,,4.907,6.5102,4.9226,
3.5636,4.048,,,3.906,,,
3.6257,3.822,,,3.525,,,
4.6321,5.249,,,4.7010000000000005,6.4719,5.2622,
6.2142,6.327000000000001,,,4.893,,,
4.733600000000001,5.553999999999999,,,4.495,,,
4.8628,,,,4.489,,,
2.3514000000000004,2.872,,,1.849,,,
4.2006999999999985,4.592,,,4.052,,,
3.7808,3.969,,,3.67,5.4374,3.8856,
3.826000000000001,4.2219999999999995,,,3.718,,,
2.9034000000000004,,,,2.861,,,
2.3198,2.503,,,2.315,,,
2.2921,2.22,,,2.436,,,
5.3062999999999985,5.601,,,4.868,,,
4.1878,4.176,,,4.327,,,
1.0753,0.7490000000000001,,,1.85,,,
1.8583000000000005,1.929,,,2.379,2.3688,1.9061,
3.9551,4.168,,,4.051,,,
3.4758,3.641,,,3.7960000000000003,,,
3.3394999999999992,,3.3412,5.41694,2.721,4.7622,3.7645,
1.9072,1.906,1.1859,2.51159,1.1059999999999999,3.0346,1.3661,
2.7198,3.03,,,2.3169999999999997,4.6613,2.8916,
3.6731,,,,3.339,,,
1.3667999999999996,1.199,,,1.5330000000000001,1.4503,1.3585,
2.5362,2.8739999999999997,,,2.8930000000000002,,,
4.4579,4.815,,,4.052,5.1919,4.7008,
2.7164999999999995,3.158,,,2.099,,,
5.5435,6.1129999999999995,,,5.56,8.3629,6.1132,
4.6064,4.978,,,4.556,6.997000000000001,4.9585,
3.4006,3.043,,,2.9330000000000003,,,
1.9906,1.7919999999999998,,,2.394,,,
2.6705,2.492,,,3.048,,,
1.6936999999999998,1.371,,,1.524,2.0728,1.2938,
2.1705,,,,2.08,,,
2.4004,2.424,,,2.6260000000000003,,,
4.3553,4.592,,,3.6860000000000004,,,
3.0700000000000003,2.705,,,2.074,,,
2.5697,,,,2.589,,,
3.5786,3.2939999999999996,,,3.263,,,
2.5789,2.687,,,2.622,,,
2.3239,,,,1.84,,,
2.4485,,,,2.45,,,
3.4174999999999995,3.154,,,3.365,,,
3.5595,3.802,,,3.417,4.3225,3.7353,
3.8672,4.605,,,3.7119999999999997,5.4397,4.216,
0.8456000000000001,,0.9046,2.1324,0.736,,,
3.1226000000000003,3.0469999999999997,,,3.11,3.7728,3.1713,
2.858,3.0180000000000002,,,2.2640000000000002,,,
1.3895,,,,1.42,,,
3.8233,4.553,,,4.479,,,
1.7232999999999996,1.3940000000000001,,,1.185,,,
2.7279,,,,2.832,,,
4.7498,5.242999999999999,,,4.62,,,
1.8274,1.8869999999999998,,,2.301,2.3022,1.8143,
3.28,,,,2.154,4.5617,3.4657,
5.9247,6.672000000000001,,,5.5520000000000005,,,
3.9446,4.086,,,3.972,,,
4.9978,5.27,,,4.361000000000001,7.1473,5.2235,
4.687299999999999,4.746,,,4.466,,,
3.5077000000000003,,,,4.544,,,
1.4382,,1.4079,2.81085,1.389,,,
2.7904,3.335,,,2.568,,,
1.5002999999999995,1.187,,,0.866,,,
2.5615,2.6069999999999998,2.498,4.2803,2.513,,,
3.2991,3.265,,,2.818,3.5597,3.153,
2.2977000000000003,2.299,2.2385,3.9305,2.342,,,
3.4089,,,,4.738,,,
3.5209,,,,2.721,,,
2.9754,,,,3.1,,,
1.3728,1.159,1.7334,3.24962,1.3219999999999998,,,
1.9632000000000005,,,,1.844,,,
1.8821,2.126,,,2.016,,,
3.5381,4.223,,,3.1060000000000003,,,
3.2635,3.4530000000000003,,,3.199,,,
1.5816,1.276,1.7792,3.3113599999999996,1.413,2.1632,1.2325,
1.4032,,0.7002,1.85687,1.4140000000000001,1.9829,1.1229,
2.3096999999999994,2.314,,,3.072,,,
2.6316999999999995,,,,2.977,,,
5.511,,,,4.787,,,
3.6839,,,,3.358,,,
2.7752,,,,2.7569999999999997,,,
4.1877,3.718,,,3.59,,,
2.6636000000000006,3.0980000000000003,,,3.333,,,
3.0439000000000003,,,,2.804,,,
2.8464,2.637,,,2.785,,,
1.0809,0.835,,,1.909,,,
0.4724999999999997,0.44799999999999995,,,3.9160000000000004,,,
3.12,3.4810000000000003,3.1113,5.10703,3.175,,,
4.0569000000000015,3.717,3.9725,6.267930000000001,4.056,,,
1.1925,0.948,,,0.9079999999999999,,,
4.8353,5.004,,,5.212000000000001,,,
4.2721,5.197,,,4.181,,,
0.4268000000000001,,,,0.899,,,
0.7358000000000002,,,,0.7240000000000001,1.0441,,
5.1935,6.914,,,4.748,,,
0.7734000000000003,,,,1.882,,,
5.851,6.268,,,4.205,,,
1.0309999999999997,1.719,,,,2.9594,1.2637,
2.3971,1.915,,,2.377,2.6221,2.3578,
5.7446,5.902,,,4.869,7.4408,5.882999999999999,
2.2367,2.431,,,2.39,,,
3.3865000000000003,3.161,,,2.975,,,
4.1802,4.22,,,3.741,6.0176,4.23,
0.8226999999999993,,,,,2.3930000000000002,0.8947,
4.3979,4.541,,,4.448,,,
3.0122,3.58,,,2.891,4.2886,3.2554,
3.9119999999999986,,3.8043,6.0412,3.7939999999999996,5.7983,4.0368,5.55
3.6764,4.003,,,3.759,,,
1.9442,2.137,,,2.533,,,
3.4210000000000003,3.03,,,3.324,3.8285,3.4833,
2.6967000000000003,,,,2.574,,,
4.718299999999998,,,,4.563,6.4372,4.7816,
1.3406,,,,1.149,,,
5.6413,,,,5.4079999999999995,,,
5.7587,,,,5.577999999999999,,,
3.7719,,,,4.823,5.8526,4.1107,
3.804,3.406,,,2.872,,,
5.7147,6.071000000000001,,,5.3629999999999995,8.6578,5.7402,
0.5867,0.591,,,0.7709999999999999,,,
5.7620000000000005,5.784,,,5.597,,,
3.8367,,,,3.258,,,
5.4439,,,,5.584,,,
5.617800000000001,,,,5.38,,,
2.6944,2.738,,,2.736,3.0423,2.6815,
4.1542,,,,4.5,6.5565,4.6537,
0.8752,1.794,,,1.06,,,
0.5029000000000001,,,,,,,
5.4402,5.646,,,5.11,,,
2.5121,,,,3.094,,,
4.6846,,,,4.268,,,
4.5935000000000015,5.256,,,4.526,6.9045,5.0171,
4.8008,5.045,,,4.882,7.609,4.9032,
2.4968000000000004,,,,2.611,,,
5.7065,,,,5.577999999999999,,,
0.7300999999999997,,,,1.145,,,
2.9723,2.615,,,2.455,,,
5.615399999999998,,,,5.8660000000000005,,,
2.4251,1.921,,,2.438,,,
3.3417000000000003,,,,3.123,,,
4.089499999999999,,,,4.3580000000000005,,,
2.1074,2.1719999999999997,,,2.539,,,
3.8943,3.877,,,3.875,,,
5.6905,,,,5.122999999999999,,,
1.2547,1.6569999999999998,,,1.204,,,
1.6031999999999995,,,,3.492,,,
5.5941,,,,5.183,8.4749,5.7474,
0.8470999999999993,1.599,,,,,,
4.3008,,,,4.302,,,
3.5385,3.7560000000000002,,,3.656,,,
5.5742,,,,5.395,,,
4.331,,,,5.1370000000000005,,,
5.6138,6.15,,,5.837999999999999,,,
4.6012,5.154,,,4.667,,,
3.0896000000000003,3.7889999999999997,,,2.2969999999999997,,,
4.331099999999998,,,,3.93,,,
5.484,,,,5.459,,,
3.0107,3.34,,,2.862,,,
5.5882,6.327000000000001,,,4.8919999999999995,7.9695,5.9529,
2.3159,1.8769999999999998,2.3659,4.1022300000000005,1.8969999999999998,2.9665,1.9580000000000002,
0.6919999999999997,,,,1.61,,,
5.7384,,,,5.707000000000001,,,
1.2343,,,,0.616,,,
2.5405,2.28,,,2.27,,,
5.3454,,,,5.242999999999999,,,
1.8543,,,,2.494,,,
2.16,2.397,,,2.74,,,
3.1676,,,,3.162,,,
6.6883,7.17,6.598,9.8071,6.52,,,
6.180999999999999,,,,5.675,,,
4.3966,,,,4.115,,,
2.6817,3.148,,,3.303,,,
5.0086,4.583,,,4.515,,,
3.5943,,,,4.266,,,
5.72,,,,5.526,,,
2.3376,2.03,,,2.386,,,
2.1916999999999995,,,,1.865,,,
1.1839000000000004,1.079,1.022,2.29066,1.206,,,
0.5669999999999997,,,,1.13,,,
5.5652,,,,4.35,,,
4.143000000000002,4.198,,,4.265,,,
4.0501000000000005,4.585,,,4.148,,,
5.7197,,,,5.127999999999999,,,
4.5414,4.941,,,4.47,,,
0.4481999999999999,,,,0.982,,,
5.6951,,,,5.735,,,
5.6055,,,,5.124,,,
2.5946,3.3819999999999997,,,2.1319999999999997,,,
4.6934000000000005,,,,4.495,,,
3.1688,,,,3.4360000000000004,,,
2.6199000000000003,,,,2.5140000000000002,,,
3.0808,2.9930000000000003,,,2.983,,,
4.5145,,,,4.99,,,
5.6699,,,,5.353,,,
3.8758,,,,4.696000000000001,,,
4.4451,,,,4.232,,,
5.4877,,,,5.563,,,
5.3976,,,,4.644,,,
2.1584,,,,2.7,,,
2.8956,3.03,,,2.799,4.6377,3.0409,
1.7499000000000002,,,,1.985,,,
2.5364000000000004,2.945,,,2.432,,,
5.6788,,,,5.851,,,
2.0748999999999995,1.794,1.4742,2.90022,1.9880000000000002,,,
0.7751999999999999,,,,1.051,,,
2.4835000000000003,,,,2.309,,,
5.8781,,,,5.07,8.0184,5.6727,
3.3637000000000006,3.5660000000000003,,,3.4010000000000002,,,
5.5535999999999985,,,,5.517,,,
5.19,5.585,,,5.012,7.4339,5.4731,
2.1919,1.952,2.1955,3.8725300000000002,2.4219999999999997,,,
5.522,5.945,,,5.266,,,
2.4459999999999997,2.117,2.4698,4.242290000000001,2.373,,,
2.5163,2.185,2.545,4.34366,2.533,,,
5.6144,6.183,,,5.622000000000001,,,
2.4546,,,,3.0210000000000004,,,
2.4115,,,,2.4530000000000003,,,
3.5613,,,,3.1489999999999996,,,
2.281,,,,3.362,,,
1.0636,,,,4.406000000000001,,,
5.6449,6.108,,,4.769,8.5298,5.8716,
1.9429,,,,2.603,,,
5.718299999999998,,,,5.349,,,
5.6497,,,,5.077,,,
5.5246,,,,5.542999999999999,,,
4.263400000000002,4.327,,,3.6289999999999996,6.0164,4.3574,
2.4783,2.115,2.4303,4.18904,2.439,,,
5.671,,,,5.347,,,
3.8232,,,,4.45,,,
2.353,2.762,,,3.298,,,
5.6221,,,,5.825,,,
2.0811,1.732,,,2.269,,,
2.8063,2.5269999999999997,,,3.01,,,
1.3175,,,,1.8619999999999999,2.5078,1.359,
4.4454,,4.4459,6.90607,3.978,,,
2.4414,,,,2.4019999999999997,,,
5.3291,,,,5.247999999999999,,,
5.8698,,,,5.8229999999999995,,,
4.8814,5.531000000000001,,,4.55,,,
5.4407,,,,4.456,,,
5.587000000000001,,,,5.441,,,
3.5917000000000003,,,,2.7430000000000003,,,
5.5128,,,,5.468999999999999,,,
3.6236,,,,3.322,5.8455,3.7513,
1.1823,1.45,,,1.22,,,
5.5665,,,,5.718,,,
4.130800000000002,,,,4.045,,,
3.1395,,,,3.346,,,
2.0169,1.824,,,3.58,,,
5.5113,,,,4.5280000000000005,,,
5.6397,,,,5.841,,,
1.3299999999999996,,1.6148,3.08975,1.555,,,
4.0028000000000015,4.485,,,4.164,,,
2.4026000000000005,2.189,,,2.1430000000000002,,,
5.2816,,,,5.336,6.609,5.8325,
1.8745,,,,2.175,,,
0.5511999999999997,,,,0.932,,,
3.1571,2.679,,,2.9930000000000003,,,
5.6641,6.07,,,5.109,,,
2.0588,1.956,,,2.326,,,
4.5333,,,,5.638999999999999,,,
2.2881000000000005,,,,2.897,,,
5.6491,,,,5.346,,,
2.5396,2.27,,,2.322,,,
4.6043,,,,4.556,,,
5.4972,5.825,,,5.197,8.5061,5.5433,
1.256,1.198,,,1.165,,,
3.8466,,,,3.7460000000000004,,,
2.9556,2.81,,,2.74,,,
3.0635000000000003,3.0010000000000003,2.8272,4.724069999999999,2.842,,,
3.6377,3.5989999999999998,,,3.8989999999999996,3.7268,3.6298,
1.6948,,,,2.365,,,
5.6598,,,,5.212000000000001,,,
5.3664000000000005,5.817,,,5.3389999999999995,,,
5.6659000000000015,,,,5.473,,,
5.6637,,,,5.369,,,
3.2398,3.109,,,3.448,4.3399,3.2696,
5.8254,6.206,,,5.099,8.8854,5.6771,
3.6781,,,,5.928999999999999,,,
0.7974999999999994,,,,0.708,1.1552,,
5.7101,5.966,,,5.457999999999999,,,
1.8991,,,,2.628,,,
3.0527,3.2030000000000003,,,3.0869999999999997,,,
6.106,,,,5.47,,,
4.5099,4.532,,,4.788,7.6286,4.5623,
5.6301000000000005,6.011,,,5.432,,,
5.5033,5.742000000000001,,,5.343,9.4418,5.4921,
2.8768,2.9560000000000004,,,2.717,,,
5.6815,,,,5.886,,,
5.7315000000000005,,,,5.903,,,
3.2536,,,,2.9530000000000003,,,
5.6043,5.955,,,5.421,,,
5.6417,,,,5.029,,,
5.4814,,,,4.606,,,
4.8963,5.235,,,4.428999999999999,,,
5.5749,,,,5.697,,,
4.8746,,,,4.771,,,
2.1082,2.137,1.9928,3.5992900000000003,1.798,2.7847,1.973,
0.5735000000000001,1.206,,,,,,
5.3907,5.551,,,5.446000000000001,,,
2.6998,2.7430000000000003,,,2.9019999999999997,,,
1.3246000000000002,0.652,1.1997,2.5302,1.248,,,
3.6097,,3.57,5.72536,3.446,,,
3.1544,3.398,,,3.562,4.7784,3.3686,
5.632000000000001,,,,5.419,,,
2.7394000000000003,,,,2.7539999999999996,,,
1.7554000000000003,,,,1.3230000000000002,,,
2.4281,2.555,,,2.144,,,
5.4481,,,,5.546,,,
5.4322,5.566,,,4.836,,,
4.9689,5.565,,,5.012,,,
3.7183,4.628,,,3.8689999999999998,5.4384,4.2159,
4.0548,4.762,,,4.115,,,
5.6107999999999985,,,,5.775,,,
5.7712,,,,5.265,,,
4.4821,4.624,,,5.15,7.6177,4.5334,
5.4387,,,,5.131,,,
5.5774,,,,5.688,,,
2.3474000000000004,,,,2.35,,,
4.703,,,,4.415,,,
5.5506,,,,5.834,,,
2.913,2.949,,,2.815,4.6446,3.0407,
5.2410000000000005,,,,5.235,7.9945,5.3249,
1.9961,2.155,,,4.1530000000000005,,,
5.4512,,,,5.051,,,
5.1612,5.375,,,4.967,6.9329,5.3362,
2.7624,,,,3.327,,,
1.2142,1.239,,,1.806,,,
2.4271,2.2880000000000003,2.4952,4.27653,2.415,,,
4.6034,5.246,,,4.3919999999999995,,,
3.8771,,3.9189,6.19568,3.9019999999999997,,,
3.4382999999999995,3.761,,,4.184,5.3568,3.6742,
5.968399999999999,6.792000000000001,,,5.104,,,
5.5872,,,,5.095,9.1437,5.5882,
4.658099999999999,,,,4.709,7.3641,4.8917,
1.7643999999999995,1.972,1.8316,3.3819999999999997,1.8769999999999998,,,
0.4390999999999998,0.706,,,,,,
2.6565000000000003,,,,2.278,,,
4.7454,5.462000000000001,,,4.41,6.8501,5.3256,
3.0746,,,,2.49,,,
0.5789,,,1.1180299999999999,,0.6144,,
2.1817,1.923,,,1.84,2.6056,1.7369999999999999,
0.9080999999999996,,,,1.202,,,
1.6323000000000003,1.6880000000000002,,,1.1740000000000002,,,
2.6904,,,,0.727,,,
1.5470000000000002,,,,1.9180000000000001,,,
4.408299999999999,,4.4355,6.89205,4.041,,,
1.9672,1.5859999999999999,,,1.601,2.6676,1.5392,
1.4092000000000002,,,,1.338,,,
0.4821000000000009,0.5399999999999989,,,0.524,0.6367,,
3.2084,,3.0060000000000002,4.96509,2.9389999999999996,4.0525,3.0909,
1.6545,1.347,1.6158,3.0911,1.6580000000000001,,,
1.98,1.818,,,1.795,3.7283,1.7499,
0.8377999999999997,0.836,,,0.988,,,
0.7311000000000001,,,,1.227,,,
5.4041,,,,4.883,,,
2.6252,,,,2.324,,,
1.6978999999999995,,,,2.0,2.4779,2.0285,
2.2648,2.421,2.2302,3.91931,2.066,,,
4.8811,,,,4.467,,,
0.4316000000000004,0.521,,,0.418,,,
2.3736000000000006,2.4090000000000003,,,2.503,,,
1.8909,1.8619999999999999,,,2.438,2.4057,1.8686,
2.4349,2.1959999999999997,,,2.383,,,
2.168,,,,1.994,,,
4.6994,,,,4.692,,,
3.0050000000000003,3.123,,,2.952,,,
3.8720000000000008,4.027,,,3.438,5.2674,4.0205,
1.9737,,,,2.677,,,
5.906300000000001,6.653,,,4.625,7.8277,6.3883,
1.7260999999999995,1.845,,,2.161,2.1214,1.7534,
5.4426,,,,5.563,,,
5.677300000000002,,,,5.529,,,
5.4721,,,,5.471,,,
1.1197,0.985,,,0.765,1.001,0.7645,
5.3431000000000015,5.067,,,5.007,7.2071,5.5426,
4.5426,5.067,,,4.551,,,
5.1686,4.106,,,5.468999999999999,,,
2.7327,2.818,,,2.687,,,
2.3086,,,,2.945,,,
3.2907999999999995,,,,3.4939999999999998,,,
2.5157000000000003,,,,2.5810000000000004,,,
1.1201999999999996,0.7490000000000001,,,0.968,1.4224,0.8675,
4.5058,4.73,,,4.53,6.8998,4.7869,
2.9707,,,,3.43,,,
4.5245,,4.5299,7.019310000000001,4.475,5.4301,4.9027,
4.427000000000001,,4.4042,6.8498600000000005,4.546,5.2096,4.7379,
2.5877,,,,2.253,,,
5.4702,5.607,,,5.922999999999999,,,
2.0817,2.217,,,2.559,,,
4.3859,,4.3718,6.806189999999999,4.43,5.1718,4.6968,
3.4872,3.5210000000000004,,,3.4789999999999996,,,
1.5068,1.3530000000000002,,,1.943,1.8326,1.5221,
3.3918,,,,4.231,,,
1.3712,2.238,,,1.138,,,
2.8319,,,,2.678,,,
2.1396,2.197,2.1594,3.82387,2.021,,,
4.091900000000001,4.379,,,4.352,,,
3.8808,,,,4.023,,,
1.912,,,,2.516,,,
1.9635,,,,2.475,,,
1.8211000000000004,1.949,1.7519,3.2745599999999997,1.8030000000000002,2.5972,1.6579,
2.2041,2.222,,,2.555,,,
1.9765,,,,2.656,,,
0.91,,0.948,2.1909,1.1520000000000001,,,
3.3187,3.2560000000000002,,,3.326,,,
2.8357,2.964,2.7202,4.57983,3.135,4.2213,2.9825,
2.507,2.542,,,2.734,,,
1.4802,1.045,,,1.094,1.7273,1.0996,
3.3095,3.252,,,3.27,,,
0.4360999999999997,0.44799999999999995,,,0.517,,,
2.9225000000000003,,,,2.375,,,
0.6688000000000001,,,,4.749,,,
2.9031,,,,2.298,3.9378,3.3023,
3.0298000000000003,,,,2.2,,,
1.9524,1.526,,,1.804,,,
3.9851,,,,3.603,,,
3.3396,,,,4.071000000000001,,,
5.048899999999999,,,,4.873,,,
3.1952000000000003,,,,4.721,,,
2.5537,2.591,,,1.825,3.0348,2.4901,
2.4764,,,,2.847,,,
2.9095,3.04,,,3.656,3.2331,2.9516,
3.2184,,,,2.5980000000000003,,,
3.6749,,,,3.0060000000000002,,,
6.3188,5.796,6.4639,9.626339999999999,6.527,,,
4.5921,,,,4.829,,,
5.6934,,,,5.5520000000000005,,,
4.1859,3.725,,,3.66,,,
3.826,1.084,,,3.488,,,
4.1524,,,,3.667,,,
5.0311,,,,4.75,,,
5.7038,,,,5.332000000000001,,,
2.0169,,,,2.385,,,
3.4578,3.4589999999999996,,,3.583,,,
2.4421,,,,2.699,,,
1.7679,,,,2.3819999999999997,,,
2.0278,,,,2.535,,,
1.8011,,,,2.432,,,
1.7639,,,,2.367,,,
2.4152,,,,2.535,,,
4.6305999999999985,5.056,,,4.35,,,
2.9074,,,,4.369,,,
2.3902,,,,2.418,,,
2.4775,,,,2.702,,,
1.96,,,,2.498,,,
1.5404,,,,2.517,,,
4.132,4.284,,,4.512,6.2248,4.2416,
1.7639,,,,2.176,,,
0.9013,,,,2.2,,,
1.069,,,,2.195,,,
1.8468,,,,2.427,,,
1.2205,,,,2.6689999999999996,,,
1.7386,,,,2.376,,,
5.696000000000001,,,,5.104,,,
1.6949,,,,2.394,,,
2.1198,,,,2.545,,,
1.9239,,,,2.7569999999999997,,,
1.7986,,,,2.477,,,
2.4043,,,,2.09,,,
4.9366,,,,4.602,,,
2.5858,,,,2.126,,,
1.9656,,,,2.417,,,
2.1295,,,,2.634,,,
2.6229000000000005,,,,2.7710000000000004,,,
1.4809999999999999,,,,2.311,,,
5.5171,,,,5.461,,,
2.194,,,,2.7910000000000004,,,
2.1731,,,,2.818,,,
2.092,2.262,,,2.385,2.2356,2.1682,
4.5359,4.942,,,4.522,,,
4.381500000000001,,,,4.6610000000000005,,,
4.3386999999999984,,4.1167,6.4623099999999996,3.5060000000000002,5.0352,4.4572,
4.4383,,,,4.301,,,
3.1399,2.783,,,3.1069999999999998,,,
5.5367,,,,5.872000000000001,,,
2.0048,,,,2.627,,,
1.8985,,,,2.6210000000000004,,,
1.7128,,,,2.502,,,
0.8000000000000003,0.759,,,0.528,1.1417,,1.97
3.0661000000000005,,,,3.7089999999999996,,,
1.237,,1.3537,2.73779,1.026,,,
5.6294,,,,5.685,,,
3.0873,,,,3.1910000000000003,,,
5.6387,,,,5.081,,,
5.5781,,,,5.066,,,
5.582000000000002,,,,5.0489999999999995,,,
5.5763,,,,5.05,,,
5.5139000000000005,,,,5.903,,,
4.0611,4.436,,,4.435,,,
4.5042,,,,4.684,,,
5.5379999999999985,6.374,,,4.787,,,
2.6496,2.6889999999999996,,,2.603,,,
4.7909,,,,4.771,,,
4.9495,5.343999999999999,,,4.796,,,
4.6044,,,,4.361000000000001,,,
2.6511,,,,2.497,,,
2.1413,,,,2.072,,,
5.627999999999999,,,,4.9239999999999995,,,
5.5951,,,,5.254,,,
1.9935,,,,2.3569999999999998,,,
2.0266,,,,2.475,,,
0.7132000000000001,,0.7997,1.9909999999999999,1.137,,,
2.8571,,,,2.9589999999999996,,,
3.2434,3.858,,,2.6180000000000003,,,
2.1277,,,,2.551,,,
1.1035,,,,1.095,,,
5.2029,,,,4.815,,,
1.3132,,,,4.3580000000000005,,,
1.4904000000000002,,,,3.862,,,
5.3595000000000015,,,,4.955,,,
1.6077,1.78,1.5733,3.03381,1.4709999999999999,2.593,1.6689,
0.7254000000000005,,,,0.66,0.5689,,
3.2802,,,,3.234,,,
1.3338,0.706,,,0.509,1.2538,0.708,
5.5369,5.896,,,5.47,8.1083,5.6725,
5.6695,6.152,,,5.3,8.097000000000001,5.9859,
5.5036999999999985,6.018,,,5.513999999999999,8.1906,5.7383,
5.5029,5.843999999999999,,,4.965,6.3932,5.5724,
0.5914999999999999,1.087,,,,,,
3.9277,,,,3.7039999999999997,,,
2.4881,2.085,2.5251,4.31683,2.406,3.0448,2.0424,
0.8969,0.899,,1.44155,0.821,,,
5.678,6.557,,,5.301,8.0973,5.9852,
5.5081,5.921,,,5.513999999999999,8.1902,5.7392,
2.336,,,,2.437,,,
3.0967,,,,3.264,,,
1.8820000000000008,,,,1.805,,,
2.4475,,,,2.511,,,
1.7836,,,,2.997,,,
0.4224999999999999,0.557,,,0.441,,,
5.3696,5.584,,,5.593,9.1481,5.3089,
3.3556,3.4810000000000003,,,3.187,,,
3.2646,3.63,3.1446,5.15192,2.7119999999999997,,,
4.5394000000000005,,,,3.8819999999999997,,,
3.3929,3.468,3.4204,5.5237,3.4389999999999996,4.8454,3.4783,
2.7726000000000006,3.593,2.7528,4.6237699999999995,2.6260000000000003,4.2264,3.443,
2.2833,2.407,,,2.695,3.7281,2.2685,
2.9886,,,,2.58,,,
1.1722,0.7120000000000001,0.6224,1.7519999999999998,0.8240000000000001,,,
